uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MG,PNEUMONIA,IGNORADO,"60 - 69",F,23
MG,PNEUMONIA,IGNORADO,"60 - 69",M,44
MG,PNEUMONIA,OUTRO,"60 - 69",M,6
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,71
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,101
MG,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,2
MG,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,2
MG,SEPTICEMIA,DOMICILIO,"60 - 69",F,7
MG,SEPTICEMIA,DOMICILIO,"60 - 69",M,18
MG,SEPTICEMIA,HOSPITAL,"60 - 69",F,1310
MG,SEPTICEMIA,HOSPITAL,"60 - 69",M,1586
MG,SEPTICEMIA,IGNORADO,"60 - 69",F,33
MG,SEPTICEMIA,IGNORADO,"60 - 69",M,40
MG,SEPTICEMIA,OUTRO,"60 - 69",F,6
MG,SEPTICEMIA,OUTRO,"60 - 69",M,7
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,80
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,106
MG,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
MG,SRAG,DOMICILIO,"60 - 69",F,4
MG,SRAG,DOMICILIO,"60 - 69",M,11
MG,SRAG,HOSPITAL,"60 - 69",F,12
MG,SRAG,HOSPITAL,"60 - 69",M,11
MG,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MS,OUTRAS,DOMICILIO,"60 - 69",F,108
MS,OUTRAS,DOMICILIO,"60 - 69",M,242
MS,OUTRAS,HOSPITAL,"60 - 69",F,409
MS,OUTRAS,HOSPITAL,"60 - 69",M,607
MS,OUTRAS,IGNORADO,"60 - 69",M,1
MS,OUTRAS,OUTRO,"60 - 69",F,9
MS,OUTRAS,OUTRO,"60 - 69",M,29
MS,OUTRAS,POSTO_SAUDE,"60 - 69",F,7
MS,OUTRAS,POSTO_SAUDE,"60 - 69",M,7
MS,OUTRAS,VIA_PUBLICA,"60 - 69",F,9
MS,OUTRAS,VIA_PUBLICA,"60 - 69",M,25
MS,INDETERMINADA,DOMICILIO,"60 - 69",F,3
MS,INDETERMINADA,DOMICILIO,"60 - 69",M,3
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,18
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,20
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,92
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,125
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,2
MS,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",F,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,3
MS,PNEUMONIA,DOMICILIO,"60 - 69",F,6
MS,PNEUMONIA,DOMICILIO,"60 - 69",M,9
MS,PNEUMONIA,HOSPITAL,"60 - 69",F,209
MS,PNEUMONIA,HOSPITAL,"60 - 69",M,302
MS,PNEUMONIA,OUTRO,"60 - 69",F,2
MS,PNEUMONIA,POSTO_SAUDE,"60 - 69",F,1
MS,PNEUMONIA,POSTO_SAUDE,"60 - 69",M,2
MS,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
MS,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
MS,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
MS,SEPTICEMIA,DOMICILIO,"60 - 69",M,3
MS,SEPTICEMIA,HOSPITAL,"60 - 69",F,147
MS,SEPTICEMIA,HOSPITAL,"60 - 69",M,185
MS,SEPTICEMIA,OUTRO,"60 - 69",F,1
MS,SEPTICEMIA,OUTRO,"60 - 69",M,1
MS,SRAG,HOSPITAL,"60 - 69",F,1
MS,SRAG,HOSPITAL,"60 - 69",M,8
MT,OUTRAS,DOMICILIO,"60 - 69",F,48
MT,OUTRAS,DOMICILIO,"60 - 69",M,127
MT,OUTRAS,HOSPITAL,"60 - 69",F,195
MT,OUTRAS,HOSPITAL,"60 - 69",M,336
MT,OUTRAS,IGNORADO,"60 - 69",F,410
MT,OUTRAS,IGNORADO,"60 - 69",M,726
MT,OUTRAS,OUTRO,"60 - 69",F,9
MT,OUTRAS,OUTRO,"60 - 69",M,43
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
MT,OUTRAS,VIA_PUBLICA,"60 - 69",F,6
MT,OUTRAS,VIA_PUBLICA,"60 - 69",M,21
MT,INDETERMINADA,DOMICILIO,"60 - 69",M,1
MT,INDETERMINADA,HOSPITAL,"60 - 69",M,1
MT,INDETERMINADA,IGNORADO,"60 - 69",F,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,3
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,8
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,47
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,86
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,3
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,2
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,3
MT,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MT,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MT,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
MT,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
MT,PNEUMONIA,DOMICILIO,"60 - 69",M,7
MT,PNEUMONIA,HOSPITAL,"60 - 69",F,65
MT,PNEUMONIA,HOSPITAL,"60 - 69",M,89
MT,PNEUMONIA,IGNORADO,"60 - 69",F,6
MT,PNEUMONIA,IGNORADO,"60 - 69",M,9
MT,PNEUMONIA,OUTRO,"60 - 69",M,2
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MT,SEPTICEMIA,DOMICILIO,"60 - 69",F,4
MT,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
MT,SEPTICEMIA,HOSPITAL,"60 - 69",F,57
MT,SEPTICEMIA,HOSPITAL,"60 - 69",M,69
MT,SEPTICEMIA,IGNORADO,"60 - 69",F,10
MT,SEPTICEMIA,IGNORADO,"60 - 69",M,7
MT,SEPTICEMIA,OUTRO,"60 - 69",F,1
MT,SEPTICEMIA,OUTRO,"60 - 69",M,3
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MT,SRAG,DOMICILIO,"60 - 69",F,1
MT,SRAG,HOSPITAL,"60 - 69",F,2
MT,SRAG,HOSPITAL,"60 - 69",M,4
MT,SRAG,IGNORADO,"60 - 69",F,1
PA,OUTRAS,DOMICILIO,"60 - 69",F,224
PA,OUTRAS,DOMICILIO,"60 - 69",M,433
PA,OUTRAS,HOSPITAL,"60 - 69",F,524
PA,OUTRAS,HOSPITAL,"60 - 69",M,794
PA,OUTRAS,IGNORADO,"60 - 69",F,7
PA,OUTRAS,IGNORADO,"60 - 69",M,17
PA,OUTRAS,OUTRO,"60 - 69",F,29
PA,OUTRAS,OUTRO,"60 - 69",M,121
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,61
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,104
PA,OUTRAS,POSTO_SAUDE,"60 - 69",M,2
PA,OUTRAS,VIA_PUBLICA,"60 - 69",F,22
PA,OUTRAS,VIA_PUBLICA,"60 - 69",M,47
PA,INDETERMINADA,DOMICILIO,"60 - 69",F,3
PA,INDETERMINADA,DOMICILIO,"60 - 69",M,9
PA,INDETERMINADA,HOSPITAL,"60 - 69",F,3
PA,INDETERMINADA,IGNORADO,"60 - 69",F,1
PA,INDETERMINADA,OUTRO,"60 - 69",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,17
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,25
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,195
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,256
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,3
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,8
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,13
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,15
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
PA,PNEUMONIA,DOMICILIO,"60 - 69",F,8
PA,PNEUMONIA,DOMICILIO,"60 - 69",M,14
PA,PNEUMONIA,HOSPITAL,"60 - 69",F,216
PA,PNEUMONIA,HOSPITAL,"60 - 69",I,1
PA,PNEUMONIA,HOSPITAL,"60 - 69",M,296
PA,PNEUMONIA,OUTRO,"60 - 69",F,3
PA,PNEUMONIA,OUTRO,"60 - 69",M,5
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,21
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,25
PA,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
PA,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
PA,SEPTICEMIA,DOMICILIO,"60 - 69",F,5
PA,SEPTICEMIA,DOMICILIO,"60 - 69",M,5
PA,SEPTICEMIA,HOSPITAL,"60 - 69",F,178
PA,SEPTICEMIA,HOSPITAL,"60 - 69",M,247
PA,SEPTICEMIA,IGNORADO,"60 - 69",F,1
PA,SEPTICEMIA,OUTRO,"60 - 69",M,4
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,11
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,20
PA,SEPTICEMIA,POSTO_SAUDE,"60 - 69",F,1
PA,SRAG,HOSPITAL,"60 - 69",F,2
PA,SRAG,HOSPITAL,"60 - 69",M,2
PB,OUTRAS,DOMICILIO,"60 - 69",F,263
PB,OUTRAS,DOMICILIO,"60 - 69",M,474
PB,OUTRAS,HOSPITAL,"60 - 69",F,551
PB,OUTRAS,HOSPITAL,"60 - 69",M,711
PB,OUTRAS,IGNORADO,"60 - 69",F,1
PB,OUTRAS,IGNORADO,"60 - 69",M,4
PB,OUTRAS,OUTRO,"60 - 69",F,20
PB,OUTRAS,OUTRO,"60 - 69",M,49
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,43
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,45
PB,OUTRAS,POSTO_SAUDE,"60 - 69",M,1
PB,OUTRAS,VIA_PUBLICA,"60 - 69",F,8
PB,OUTRAS,VIA_PUBLICA,"60 - 69",M,34
PB,INDETERMINADA,DOMICILIO,"60 - 69",F,6
PB,INDETERMINADA,DOMICILIO,"60 - 69",M,9
PB,INDETERMINADA,HOSPITAL,"60 - 69",F,2
PB,INDETERMINADA,HOSPITAL,"60 - 69",M,2
PB,INDETERMINADA,OUTRO,"60 - 69",F,1
PB,INDETERMINADA,OUTRO,"60 - 69",M,1
PB,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PB,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,30
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,43
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,152
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,170
PB,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,3
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,2
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,10
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
PB,PNEUMONIA,DOMICILIO,"60 - 69",F,12
PB,PNEUMONIA,DOMICILIO,"60 - 69",M,30
PB,PNEUMONIA,HOSPITAL,"60 - 69",F,204
PB,PNEUMONIA,HOSPITAL,"60 - 69",M,235
PB,PNEUMONIA,IGNORADO,"60 - 69",F,1
PB,PNEUMONIA,OUTRO,"60 - 69",F,3
PB,PNEUMONIA,OUTRO,"60 - 69",M,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,11
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,11
PB,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,2
PB,SEPTICEMIA,DOMICILIO,"60 - 69",F,5
PB,SEPTICEMIA,DOMICILIO,"60 - 69",M,11
PB,SEPTICEMIA,HOSPITAL,"60 - 69",F,198
PB,SEPTICEMIA,HOSPITAL,"60 - 69",M,264
PB,SEPTICEMIA,IGNORADO,"60 - 69",M,1
PB,SEPTICEMIA,OUTRO,"60 - 69",F,4
PB,SEPTICEMIA,OUTRO,"60 - 69",M,2
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,12
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,10
PB,SRAG,HOSPITAL,"60 - 69",F,3
PB,SRAG,HOSPITAL,"60 - 69",M,3
PE,OUTRAS,DOMICILIO,"60 - 69",F,513
PE,OUTRAS,DOMICILIO,"60 - 69",I,1
PE,OUTRAS,DOMICILIO,"60 - 69",M,820
PE,OUTRAS,HOSPITAL,"60 - 69",F,1409
PE,OUTRAS,HOSPITAL,"60 - 69",M,1846
PE,OUTRAS,IGNORADO,"60 - 69",F,15
PE,OUTRAS,IGNORADO,"60 - 69",M,34
PE,OUTRAS,OUTRO,"60 - 69",F,27
PE,OUTRAS,OUTRO,"60 - 69",M,104
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,88
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,135
PE,OUTRAS,VIA_PUBLICA,"60 - 69",F,20
PE,OUTRAS,VIA_PUBLICA,"60 - 69",M,100
PE,INDETERMINADA,DOMICILIO,"60 - 69",F,6
PE,INDETERMINADA,DOMICILIO,"60 - 69",M,18
PE,INDETERMINADA,HOSPITAL,"60 - 69",F,6
PE,INDETERMINADA,HOSPITAL,"60 - 69",M,6
PE,INDETERMINADA,IGNORADO,"60 - 69",M,3
PE,INDETERMINADA,OUTRO,"60 - 69",M,1
PE,INDETERMINADA,VIA_PUBLICA,"60 - 69",F,1
PE,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,5
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,82
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,83
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,304
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,272
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,1
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,3
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,16
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,19
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
PE,PNEUMONIA,DOMICILIO,"60 - 69",F,41
PE,PNEUMONIA,DOMICILIO,"60 - 69",M,79
PE,PNEUMONIA,HOSPITAL,"60 - 69",F,376
PE,PNEUMONIA,HOSPITAL,"60 - 69",M,512
PE,PNEUMONIA,IGNORADO,"60 - 69",F,2
PE,PNEUMONIA,IGNORADO,"60 - 69",M,1
PE,PNEUMONIA,OUTRO,"60 - 69",F,2
PE,PNEUMONIA,OUTRO,"60 - 69",M,5
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,14
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,18
PE,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
PE,SEPTICEMIA,DOMICILIO,"60 - 69",F,26
PE,SEPTICEMIA,DOMICILIO,"60 - 69",M,52
PE,SEPTICEMIA,HOSPITAL,"60 - 69",F,916
PE,SEPTICEMIA,HOSPITAL,"60 - 69",M,1154
PE,SEPTICEMIA,IGNORADO,"60 - 69",F,3
PE,SEPTICEMIA,IGNORADO,"60 - 69",M,4
PE,SEPTICEMIA,OUTRO,"60 - 69",F,1
PE,SEPTICEMIA,OUTRO,"60 - 69",M,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,21
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,14
PE,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,2
PE,SRAG,HOSPITAL,"60 - 69",F,7
PE,SRAG,HOSPITAL,"60 - 69",M,2
PI,OUTRAS,DOMICILIO,"60 - 69",F,163
PI,OUTRAS,DOMICILIO,"60 - 69",M,254
PI,OUTRAS,HOSPITAL,"60 - 69",F,225
PI,OUTRAS,HOSPITAL,"60 - 69",M,369
PI,OUTRAS,IGNORADO,"60 - 69",M,1
PI,OUTRAS,OUTRO,"60 - 69",F,12
PI,OUTRAS,OUTRO,"60 - 69",M,17
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
PI,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
PI,OUTRAS,VIA_PUBLICA,"60 - 69",M,27
PI,INDETERMINADA,DOMICILIO,"60 - 69",M,6
PI,INDETERMINADA,HOSPITAL,"60 - 69",M,3
PI,INDETERMINADA,OUTRO,"60 - 69",M,1
PI,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,29
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,35
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,94
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,87
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,4
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
PI,PNEUMONIA,DOMICILIO,"60 - 69",F,8
PI,PNEUMONIA,DOMICILIO,"60 - 69",M,15
PI,PNEUMONIA,HOSPITAL,"60 - 69",F,110
PI,PNEUMONIA,HOSPITAL,"60 - 69",M,143
PI,PNEUMONIA,OUTRO,"60 - 69",F,1
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PI,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
PI,SEPTICEMIA,DOMICILIO,"60 - 69",F,4
PI,SEPTICEMIA,DOMICILIO,"60 - 69",M,8
PI,SEPTICEMIA,HOSPITAL,"60 - 69",F,124
PI,SEPTICEMIA,HOSPITAL,"60 - 69",M,135
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PI,SRAG,DOMICILIO,"60 - 69",M,1
PR,OUTRAS,DOMICILIO,"60 - 69",F,605
PR,OUTRAS,DOMICILIO,"60 - 69",I,2
PR,OUTRAS,DOMICILIO,"60 - 69",M,1274
PR,OUTRAS,HOSPITAL,"60 - 69",F,1844
PR,OUTRAS,HOSPITAL,"60 - 69",I,2
PR,OUTRAS,HOSPITAL,"60 - 69",M,2598
PR,OUTRAS,IGNORADO,"60 - 69",F,5
PR,OUTRAS,IGNORADO,"60 - 69",M,17
PR,OUTRAS,OUTRO,"60 - 69",F,55
PR,OUTRAS,OUTRO,"60 - 69",M,196
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,92
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,164
PR,OUTRAS,POSTO_SAUDE,"60 - 69",F,4
PR,OUTRAS,POSTO_SAUDE,"60 - 69",M,5
PR,OUTRAS,SAMU,"60 - 69",F,1
PR,OUTRAS,VIA_PUBLICA,"60 - 69",F,25
PR,OUTRAS,VIA_PUBLICA,"60 - 69",M,93
PR,INDETERMINADA,DOMICILIO,"60 - 69",F,17
PR,INDETERMINADA,DOMICILIO,"60 - 69",M,43
PR,INDETERMINADA,HOSPITAL,"60 - 69",F,2
PR,INDETERMINADA,HOSPITAL,"60 - 69",M,4
PR,INDETERMINADA,OUTRO,"60 - 69",M,3
PR,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PR,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
PR,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,54
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,76
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,319
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,377
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,5
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,5
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,17
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,31
PR,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",F,2
PR,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",M,3
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,4
PR,PNEUMONIA,DOMICILIO,"60 - 69",F,25
PR,PNEUMONIA,DOMICILIO,"60 - 69",M,40
PR,PNEUMONIA,HOSPITAL,"60 - 69",F,641
PR,PNEUMONIA,HOSPITAL,"60 - 69",M,1013
PR,PNEUMONIA,OUTRO,"60 - 69",F,12
PR,PNEUMONIA,OUTRO,"60 - 69",M,11
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,14
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,21
PR,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
PR,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
PR,SEPTICEMIA,DOMICILIO,"60 - 69",F,6
PR,SEPTICEMIA,DOMICILIO,"60 - 69",M,16
PR,SEPTICEMIA,HOSPITAL,"60 - 69",F,707
PR,SEPTICEMIA,HOSPITAL,"60 - 69",I,2
PR,SEPTICEMIA,HOSPITAL,"60 - 69",M,900
PR,SEPTICEMIA,OUTRO,"60 - 69",F,14
PR,SEPTICEMIA,OUTRO,"60 - 69",M,6
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,13
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,11
PR,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
PR,SRAG,HOSPITAL,"60 - 69",F,12
PR,SRAG,HOSPITAL,"60 - 69",M,12
PR,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RJ,OUTRAS,DOMICILIO,"60 - 69",F,1038
RJ,OUTRAS,DOMICILIO,"60 - 69",M,2006
RJ,OUTRAS,HOSPITAL,"60 - 69",F,4260
RJ,OUTRAS,HOSPITAL,"60 - 69",M,5493
RJ,OUTRAS,IGNORADO,"60 - 69",F,12
RJ,OUTRAS,IGNORADO,"60 - 69",M,25
RJ,OUTRAS,OUTRO,"60 - 69",F,75
RJ,OUTRAS,OUTRO,"60 - 69",M,258
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1055
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1501
RJ,OUTRAS,POSTO_SAUDE,"60 - 69",M,1
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",F,14
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",M,71
RJ,INDETERMINADA,DOMICILIO,"60 - 69",F,8
RJ,INDETERMINADA,DOMICILIO,"60 - 69",M,12
RJ,INDETERMINADA,HOSPITAL,"60 - 69",F,10
RJ,INDETERMINADA,HOSPITAL,"60 - 69",M,36
RJ,INDETERMINADA,IGNORADO,"60 - 69",F,1
RJ,INDETERMINADA,OUTRO,"60 - 69",M,4
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,11
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,12
RJ,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,68
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,78
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,698
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,843
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,5
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,4
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,146
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,202
RJ,PNEUMONIA,DOMICILIO,"60 - 69",F,21
RJ,PNEUMONIA,DOMICILIO,"60 - 69",M,57
RJ,PNEUMONIA,HOSPITAL,"60 - 69",F,1348
RJ,PNEUMONIA,HOSPITAL,"60 - 69",I,1
RJ,PNEUMONIA,HOSPITAL,"60 - 69",M,1686
RJ,PNEUMONIA,IGNORADO,"60 - 69",F,3
RJ,PNEUMONIA,IGNORADO,"60 - 69",M,4
RJ,PNEUMONIA,OUTRO,"60 - 69",F,7
