uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PA,OUTRAS,IGNORADO,"50 - 59",M,6
PA,OUTRAS,OUTRO,"50 - 59",F,20
PA,OUTRAS,OUTRO,"50 - 59",M,76
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,25
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,60
PA,OUTRAS,VIA_PUBLICA,"50 - 59",F,9
PA,OUTRAS,VIA_PUBLICA,"50 - 59",M,63
PA,COVID,DOMICILIO,"50 - 59",F,5
PA,COVID,DOMICILIO,"50 - 59",M,11
PA,COVID,HOSPITAL,"50 - 59",F,192
PA,COVID,HOSPITAL,"50 - 59",M,410
PA,COVID,IGNORADO,"50 - 59",F,2
PA,COVID,IGNORADO,"50 - 59",M,2
PA,COVID,OUTRO,"50 - 59",F,4
PA,COVID,OUTRO,"50 - 59",M,2
PA,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,7
PA,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,24
PA,COVID,VIA_PUBLICA,"50 - 59",M,1
PA,INDETERMINADA,DOMICILIO,"50 - 59",F,4
PA,INDETERMINADA,DOMICILIO,"50 - 59",M,10
PA,INDETERMINADA,HOSPITAL,"50 - 59",F,1
PA,INDETERMINADA,HOSPITAL,"50 - 59",M,2
PA,INDETERMINADA,IGNORADO,"50 - 59",F,1
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
PA,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,11
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,26
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,116
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,164
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,3
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,7
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,17
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",F,1
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,2
PA,PNEUMONIA,DOMICILIO,"50 - 59",F,7
PA,PNEUMONIA,DOMICILIO,"50 - 59",M,9
PA,PNEUMONIA,HOSPITAL,"50 - 59",F,136
PA,PNEUMONIA,HOSPITAL,"50 - 59",M,166
PA,PNEUMONIA,OUTRO,"50 - 59",F,4
PA,PNEUMONIA,OUTRO,"50 - 59",M,1
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,11
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,16
PA,PNEUMONIA,VIA_PUBLICA,"50 - 59",F,1
PA,SEPTICEMIA,DOMICILIO,"50 - 59",F,5
PA,SEPTICEMIA,DOMICILIO,"50 - 59",M,13
PA,SEPTICEMIA,HOSPITAL,"50 - 59",F,109
PA,SEPTICEMIA,HOSPITAL,"50 - 59",M,129
PA,SEPTICEMIA,OUTRO,"50 - 59",F,5
PA,SEPTICEMIA,OUTRO,"50 - 59",M,5
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,6
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,12
PA,SRAG,DOMICILIO,"50 - 59",F,6
PA,SRAG,DOMICILIO,"50 - 59",M,8
PA,SRAG,HOSPITAL,"50 - 59",F,35
PA,SRAG,HOSPITAL,"50 - 59",M,65
PA,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
PA,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,4
PA,SRAG,VIA_PUBLICA,"50 - 59",F,1
PB,OUTRAS,DOMICILIO,"50 - 59",F,159
PB,OUTRAS,DOMICILIO,"50 - 59",M,383
PB,OUTRAS,HOSPITAL,"50 - 59",F,335
PB,OUTRAS,HOSPITAL,"50 - 59",M,494
PB,OUTRAS,IGNORADO,"50 - 59",F,1
PB,OUTRAS,IGNORADO,"50 - 59",M,1
PB,OUTRAS,OUTRO,"50 - 59",F,13
PB,OUTRAS,OUTRO,"50 - 59",M,42
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,43
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,45
PB,OUTRAS,VIA_PUBLICA,"50 - 59",F,8
PB,OUTRAS,VIA_PUBLICA,"50 - 59",M,39
PB,COVID,DOMICILIO,"50 - 59",F,2
PB,COVID,DOMICILIO,"50 - 59",M,3
PB,COVID,HOSPITAL,"50 - 59",F,115
PB,COVID,HOSPITAL,"50 - 59",M,203
PB,COVID,OUTRO,"50 - 59",F,2
PB,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
PB,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,6
PB,COVID,POSTO_SAUDE,"50 - 59",F,1
PB,INDETERMINADA,DOMICILIO,"50 - 59",F,2
PB,INDETERMINADA,DOMICILIO,"50 - 59",M,6
PB,INDETERMINADA,HOSPITAL,"50 - 59",F,4
PB,INDETERMINADA,OUTRO,"50 - 59",M,4
PB,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
PB,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,3
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,11
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,22
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,88
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,95
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,4
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,4
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,8
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,2
PB,PNEUMONIA,DOMICILIO,"50 - 59",F,3
PB,PNEUMONIA,DOMICILIO,"50 - 59",M,10
PB,PNEUMONIA,HOSPITAL,"50 - 59",F,83
PB,PNEUMONIA,HOSPITAL,"50 - 59",M,135
PB,PNEUMONIA,OUTRO,"50 - 59",M,2
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,7
PB,SEPTICEMIA,DOMICILIO,"50 - 59",F,10
PB,SEPTICEMIA,DOMICILIO,"50 - 59",M,7
PB,SEPTICEMIA,HOSPITAL,"50 - 59",F,121
PB,SEPTICEMIA,HOSPITAL,"50 - 59",M,176
PB,SEPTICEMIA,OUTRO,"50 - 59",F,1
PB,SEPTICEMIA,OUTRO,"50 - 59",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,6
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,10
PB,SRAG,DOMICILIO,"50 - 59",M,1
PB,SRAG,HOSPITAL,"50 - 59",F,8
PB,SRAG,HOSPITAL,"50 - 59",M,15
PB,SRAG,OUTRO,"50 - 59",M,1
PB,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
PB,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
PE,OUTRAS,DOMICILIO,"50 - 59",F,375
PE,OUTRAS,DOMICILIO,"50 - 59",M,818
PE,OUTRAS,HOSPITAL,"50 - 59",F,971
PE,OUTRAS,HOSPITAL,"50 - 59",I,1
PE,OUTRAS,HOSPITAL,"50 - 59",M,1288
PE,OUTRAS,IGNORADO,"50 - 59",F,6
PE,OUTRAS,IGNORADO,"50 - 59",M,23
PE,OUTRAS,OUTRO,"50 - 59",F,23
PE,OUTRAS,OUTRO,"50 - 59",M,112
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,60
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,96
PE,OUTRAS,POSTO_SAUDE,"50 - 59",F,1
PE,OUTRAS,POSTO_SAUDE,"50 - 59",M,1
PE,OUTRAS,VIA_PUBLICA,"50 - 59",F,22
PE,OUTRAS,VIA_PUBLICA,"50 - 59",M,119
PE,COVID,DOMICILIO,"50 - 59",F,6
PE,COVID,DOMICILIO,"50 - 59",M,7
PE,COVID,HOSPITAL,"50 - 59",F,339
PE,COVID,HOSPITAL,"50 - 59",M,500
PE,COVID,IGNORADO,"50 - 59",M,2
PE,COVID,OUTRO,"50 - 59",F,1
PE,COVID,OUTRO,"50 - 59",M,1
PE,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,6
PE,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,7
PE,COVID,VIA_PUBLICA,"50 - 59",M,1
PE,INDETERMINADA,DOMICILIO,"50 - 59",F,10
PE,INDETERMINADA,DOMICILIO,"50 - 59",M,28
PE,INDETERMINADA,HOSPITAL,"50 - 59",F,11
PE,INDETERMINADA,HOSPITAL,"50 - 59",M,16
PE,INDETERMINADA,IGNORADO,"50 - 59",M,2
PE,INDETERMINADA,OUTRO,"50 - 59",F,2
PE,INDETERMINADA,OUTRO,"50 - 59",M,7
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,4
PE,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,6
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,35
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,33
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,182
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,158
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,3
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,3
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,11
PE,PNEUMONIA,DOMICILIO,"50 - 59",F,9
PE,PNEUMONIA,DOMICILIO,"50 - 59",M,18
PE,PNEUMONIA,HOSPITAL,"50 - 59",F,165
PE,PNEUMONIA,HOSPITAL,"50 - 59",M,227
PE,PNEUMONIA,OUTRO,"50 - 59",M,2
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,6
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,7
PE,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,1
PE,SEPTICEMIA,DOMICILIO,"50 - 59",F,24
PE,SEPTICEMIA,DOMICILIO,"50 - 59",M,23
PE,SEPTICEMIA,HOSPITAL,"50 - 59",F,463
PE,SEPTICEMIA,HOSPITAL,"50 - 59",M,542
PE,SEPTICEMIA,IGNORADO,"50 - 59",F,3
PE,SEPTICEMIA,IGNORADO,"50 - 59",M,2
PE,SEPTICEMIA,OUTRO,"50 - 59",F,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,10
PE,SEPTICEMIA,VIA_PUBLICA,"50 - 59",M,1
PE,SRAG,AMBULANCIA,"50 - 59",M,1
PE,SRAG,DOMICILIO,"50 - 59",F,10
PE,SRAG,DOMICILIO,"50 - 59",M,23
PE,SRAG,HOSPITAL,"50 - 59",F,190
PE,SRAG,HOSPITAL,"50 - 59",M,298
PE,SRAG,IGNORADO,"50 - 59",F,2
PE,SRAG,OUTRO,"50 - 59",F,3
PE,SRAG,OUTRO,"50 - 59",M,2
PE,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,14
PE,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,21
PE,SRAG,VIA_PUBLICA,"50 - 59",F,2
PI,OUTRAS,DOMICILIO,"50 - 59",F,83
PI,OUTRAS,DOMICILIO,"50 - 59",M,185
PI,OUTRAS,HOSPITAL,"50 - 59",F,137
PI,OUTRAS,HOSPITAL,"50 - 59",M,206
PI,OUTRAS,OUTRO,"50 - 59",F,5
PI,OUTRAS,OUTRO,"50 - 59",M,12
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,14
PI,OUTRAS,VIA_PUBLICA,"50 - 59",F,1
PI,OUTRAS,VIA_PUBLICA,"50 - 59",M,13
PI,COVID,DOMICILIO,"50 - 59",F,3
PI,COVID,DOMICILIO,"50 - 59",M,3
PI,COVID,HOSPITAL,"50 - 59",F,60
PI,COVID,HOSPITAL,"50 - 59",M,103
PI,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
PI,COVID,VIA_PUBLICA,"50 - 59",M,1
PI,INDETERMINADA,DOMICILIO,"50 - 59",M,1
PI,INDETERMINADA,HOSPITAL,"50 - 59",F,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,17
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,19
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,41
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,56
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",F,1
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,5
PI,PNEUMONIA,DOMICILIO,"50 - 59",F,6
PI,PNEUMONIA,DOMICILIO,"50 - 59",M,7
PI,PNEUMONIA,HOSPITAL,"50 - 59",F,28
PI,PNEUMONIA,HOSPITAL,"50 - 59",M,65
PI,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,1
PI,SEPTICEMIA,DOMICILIO,"50 - 59",F,2
PI,SEPTICEMIA,DOMICILIO,"50 - 59",M,3
PI,SEPTICEMIA,HOSPITAL,"50 - 59",F,52
PI,SEPTICEMIA,HOSPITAL,"50 - 59",M,54
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
PI,SRAG,DOMICILIO,"50 - 59",F,1
PI,SRAG,HOSPITAL,"50 - 59",F,1
PI,SRAG,HOSPITAL,"50 - 59",M,5
PR,OUTRAS,AMBULANCIA,"50 - 59",M,2
PR,OUTRAS,DOMICILIO,"50 - 59",F,404
PR,OUTRAS,DOMICILIO,"50 - 59",I,1
PR,OUTRAS,DOMICILIO,"50 - 59",M,994
PR,OUTRAS,HOSPITAL,"50 - 59",F,1055
PR,OUTRAS,HOSPITAL,"50 - 59",I,1
PR,OUTRAS,HOSPITAL,"50 - 59",M,1593
PR,OUTRAS,IGNORADO,"50 - 59",F,1
PR,OUTRAS,IGNORADO,"50 - 59",M,6
PR,OUTRAS,OUTRO,"50 - 59",F,42
PR,OUTRAS,OUTRO,"50 - 59",M,170
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,50
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,100
PR,OUTRAS,POSTO_SAUDE,"50 - 59",F,1
PR,OUTRAS,POSTO_SAUDE,"50 - 59",M,6
PR,OUTRAS,VIA_PUBLICA,"50 - 59",F,19
PR,OUTRAS,VIA_PUBLICA,"50 - 59",M,123
PR,COVID,DOMICILIO,"50 - 59",F,11
PR,COVID,DOMICILIO,"50 - 59",M,15
PR,COVID,HOSPITAL,"50 - 59",F,379
PR,COVID,HOSPITAL,"50 - 59",I,1
PR,COVID,HOSPITAL,"50 - 59",M,648
PR,COVID,IGNORADO,"50 - 59",F,1
PR,COVID,OUTRO,"50 - 59",F,6
PR,COVID,OUTRO,"50 - 59",M,13
PR,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,13
PR,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,9
PR,COVID,VIA_PUBLICA,"50 - 59",M,3
PR,INDETERMINADA,DOMICILIO,"50 - 59",F,9
PR,INDETERMINADA,DOMICILIO,"50 - 59",M,16
PR,INDETERMINADA,HOSPITAL,"50 - 59",F,1
PR,INDETERMINADA,HOSPITAL,"50 - 59",M,6
PR,INDETERMINADA,OUTRO,"50 - 59",F,2
PR,INDETERMINADA,OUTRO,"50 - 59",M,1
PR,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
PR,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,4
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,22
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,27
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,160
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,177
PR,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",F,1
PR,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,5
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,5
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,7
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,16
PR,PNEUMONIA,DOMICILIO,"50 - 59",F,8
PR,PNEUMONIA,DOMICILIO,"50 - 59",M,18
PR,PNEUMONIA,HOSPITAL,"50 - 59",F,224
PR,PNEUMONIA,HOSPITAL,"50 - 59",M,416
PR,PNEUMONIA,OUTRO,"50 - 59",F,3
PR,PNEUMONIA,OUTRO,"50 - 59",M,3
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,6
PR,SEPTICEMIA,DOMICILIO,"50 - 59",F,6
PR,SEPTICEMIA,DOMICILIO,"50 - 59",M,5
PR,SEPTICEMIA,HOSPITAL,"50 - 59",F,330
PR,SEPTICEMIA,HOSPITAL,"50 - 59",M,454
PR,SEPTICEMIA,OUTRO,"50 - 59",F,3
PR,SEPTICEMIA,OUTRO,"50 - 59",M,3
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,8
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,12
PR,SRAG,HOSPITAL,"50 - 59",F,13
PR,SRAG,HOSPITAL,"50 - 59",M,22
PR,SRAG,OUTRO,"50 - 59",M,2
PR,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
RJ,OUTRAS,DOMICILIO,"50 - 59",F,669
RJ,OUTRAS,DOMICILIO,"50 - 59",I,1
RJ,OUTRAS,DOMICILIO,"50 - 59",M,1364
RJ,OUTRAS,HOSPITAL,"50 - 59",F,2364
RJ,OUTRAS,HOSPITAL,"50 - 59",M,3034
RJ,OUTRAS,IGNORADO,"50 - 59",F,5
RJ,OUTRAS,IGNORADO,"50 - 59",M,9
RJ,OUTRAS,OUTRO,"50 - 59",F,26
RJ,OUTRAS,OUTRO,"50 - 59",I,1
RJ,OUTRAS,OUTRO,"50 - 59",M,160
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,595
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,838
RJ,OUTRAS,VIA_PUBLICA,"50 - 59",F,12
RJ,OUTRAS,VIA_PUBLICA,"50 - 59",M,117
RJ,COVID,DOMICILIO,"50 - 59",F,15
RJ,COVID,DOMICILIO,"50 - 59",M,26
RJ,COVID,HOSPITAL,"50 - 59",F,1080
RJ,COVID,HOSPITAL,"50 - 59",M,1678
RJ,COVID,IGNORADO,"50 - 59",F,1
RJ,COVID,IGNORADO,"50 - 59",M,2
RJ,COVID,OUTRO,"50 - 59",F,2
RJ,COVID,OUTRO,"50 - 59",M,4
RJ,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,126
RJ,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,187
RJ,COVID,VIA_PUBLICA,"50 - 59",M,1
RJ,INDETERMINADA,DOMICILIO,"50 - 59",F,25
RJ,INDETERMINADA,DOMICILIO,"50 - 59",M,69
RJ,INDETERMINADA,HOSPITAL,"50 - 59",F,29
RJ,INDETERMINADA,HOSPITAL,"50 - 59",M,49
RJ,INDETERMINADA,OUTRO,"50 - 59",F,3
RJ,INDETERMINADA,OUTRO,"50 - 59",M,8
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,20
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,28
RJ,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,5
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,40
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,53
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,447
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,463
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,5
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,83
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,138
RJ,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,4
RJ,PNEUMONIA,DOMICILIO,"50 - 59",F,11
RJ,PNEUMONIA,DOMICILIO,"50 - 59",M,22
RJ,PNEUMONIA,HOSPITAL,"50 - 59",F,619
RJ,PNEUMONIA,HOSPITAL,"50 - 59",I,1
RJ,PNEUMONIA,HOSPITAL,"50 - 59",M,840
RJ,PNEUMONIA,IGNORADO,"50 - 59",F,2
RJ,PNEUMONIA,IGNORADO,"50 - 59",M,1
RJ,PNEUMONIA,OUTRO,"50 - 59",F,3
RJ,PNEUMONIA,OUTRO,"50 - 59",M,1
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,99
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,147
RJ,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,2
RJ,SEPTICEMIA,DOMICILIO,"50 - 59",F,8
RJ,SEPTICEMIA,DOMICILIO,"50 - 59",M,12
RJ,SEPTICEMIA,HOSPITAL,"50 - 59",F,752
RJ,SEPTICEMIA,HOSPITAL,"50 - 59",M,897
RJ,SEPTICEMIA,IGNORADO,"50 - 59",F,2
RJ,SEPTICEMIA,IGNORADO,"50 - 59",M,2
RJ,SEPTICEMIA,OUTRO,"50 - 59",F,2
RJ,SEPTICEMIA,OUTRO,"50 - 59",M,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,100
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,114
RJ,SRAG,DOMICILIO,"50 - 59",F,2
RJ,SRAG,DOMICILIO,"50 - 59",M,3
RJ,SRAG,HOSPITAL,"50 - 59",F,73
RJ,SRAG,HOSPITAL,"50 - 59",M,116
RJ,SRAG,OUTRO,"50 - 59",M,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,15
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,23
RN,OUTRAS,DOMICILIO,"50 - 59",F,115
RN,OUTRAS,DOMICILIO,"50 - 59",I,1
RN,OUTRAS,DOMICILIO,"50 - 59",M,276
RN,OUTRAS,HOSPITAL,"50 - 59",F,246
RN,OUTRAS,HOSPITAL,"50 - 59",M,366
RN,OUTRAS,IGNORADO,"50 - 59",F,1
RN,OUTRAS,IGNORADO,"50 - 59",M,3
RN,OUTRAS,OUTRO,"50 - 59",F,10
RN,OUTRAS,OUTRO,"50 - 59",M,36
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,14
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,25
RN,OUTRAS,POSTO_SAUDE,"50 - 59",M,1
RN,OUTRAS,VIA_PUBLICA,"50 - 59",F,8
RN,OUTRAS,VIA_PUBLICA,"50 - 59",M,36
RN,COVID,DOMICILIO,"50 - 59",M,2
RN,COVID,HOSPITAL,"50 - 59",F,99
RN,COVID,HOSPITAL,"50 - 59",M,162
RN,COVID,IGNORADO,"50 - 59",M,2
RN,COVID,OUTRO,"50 - 59",M,1
RN,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,4
RN,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,3
RN,COVID,VIA_PUBLICA,"50 - 59",M,1
RN,INDETERMINADA,DOMICILIO,"50 - 59",F,1
RN,INDETERMINADA,DOMICILIO,"50 - 59",M,7
RN,INDETERMINADA,HOSPITAL,"50 - 59",F,1
RN,INDETERMINADA,OUTRO,"50 - 59",M,2
RN,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
RN,INDETERMINADA,VIA_PUBLICA,"50 - 59",F,1
RN,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,2
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,11
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,12
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,42
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,48
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,8
RN,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,4
RN,PNEUMONIA,DOMICILIO,"50 - 59",F,4
RN,PNEUMONIA,DOMICILIO,"50 - 59",M,11
RN,PNEUMONIA,HOSPITAL,"50 - 59",F,58
RN,PNEUMONIA,HOSPITAL,"50 - 59",M,85
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
RN,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,1
RN,SEPTICEMIA,DOMICILIO,"50 - 59",F,7
RN,SEPTICEMIA,DOMICILIO,"50 - 59",M,9
RN,SEPTICEMIA,HOSPITAL,"50 - 59",F,69
